data,fold,depth,min_samples_leaf,min_samples_split,num_rows,num_targets,prediction_method,prediction_method_leaf,evaluation_method,mse,nof_infeasibilities,training_duration
class,3,15,5,10,2000,7,sklearn,sklearn,sklearn,707.877275159373,227,0.005975008010864
class,3,15,5,10,2000,7,optimal,medoid,mse,928.974746535715,0,6389.11210942268
class,3,15,5,10,2000,7,optimal,optimal,mse,863.815635883317,0,9192.70937108993
class,3,15,5,10,2000,7,mean,medoid,mse,1051.37876942857,0,143.449763059616
class,3,15,5,10,2000,7,mean,optimal,mse,920.467629314306,0,142.494391441345
class,3,15,5,10,2000,7,medoid,medoid,mse,1011.30088992857,0,1652.56497716904
class,3,15,5,10,2000,7,medoid,optimal,mse,909.493558428885,0,1514.24274921417
class,4,15,5,10,2000,7,sklearn,sklearn,sklearn,770.801596125131,261,0.006257772445679
class,4,15,5,10,2000,7,optimal,medoid,mse,1133.24184817857,0,4219.93351793289
class,4,15,5,10,2000,7,optimal,optimal,mse,952.059240436,0,4226.92209529877
class,4,15,5,10,2000,7,mean,medoid,mse,1095.161822,0,169.310078144073
class,4,15,5,10,2000,7,mean,optimal,mse,950.035218122178,0,183.204630851746
class,4,15,5,10,2000,7,medoid,medoid,mse,831.032805500001,0,4147.89465975761
class,4,15,5,10,2000,7,medoid,optimal,mse,861.526378063324,0,4140.07957267761
class,0,15,5,10,500,3,lagrangian,lagrangian,mse,2381.74080733333,0,100.823497772217
class,1,15,5,10,500,3,lagrangian,lagrangian,mse,2272.625586,0,155.429423809052
class,2,15,5,10,500,3,lagrangian,lagrangian,mse,2284.82380166667,0,129.51383638382
class,3,15,5,10,500,3,lagrangian,lagrangian,mse,2351.594442,0,110.40877532959
class,4,15,5,10,500,3,lagrangian,lagrangian,mse,2335.375318,0,137.487481355667
class,0,15,5,10,500,5,lagrangian,lagrangian,mse,1430.0594012,0,211.119485855103
class,1,15,5,10,500,5,lagrangian,lagrangian,mse,1346.1707516,0,195.194630384445
class,2,15,5,10,500,5,lagrangian,lagrangian,mse,1381.5906124,0,198.210705757141
class,3,15,5,10,500,5,lagrangian,lagrangian,mse,1421.9275738,0,215.429739236832
class,4,15,5,10,500,5,lagrangian,lagrangian,mse,1419.1640516,0,234.704860210419
class,0,15,5,10,500,7,lagrangian,lagrangian,mse,1045.85629628571,0,523.56937789917
class,1,15,5,10,500,7,lagrangian,lagrangian,mse,965.494352142857,0,244.80072426796
class,2,15,5,10,500,7,lagrangian,lagrangian,mse,986.738413857143,0,234.435307502747
class,3,15,5,10,500,7,lagrangian,lagrangian,mse,1005.786961,0,298.022326231003
class,4,15,5,10,500,7,lagrangian,lagrangian,mse,1024.73334414286,0,444.962532043457
class,0,15,5,10,1000,3,lagrangian,lagrangian,mse,2276.73663666667,0,835.831346273422
class,1,15,5,10,1000,3,lagrangian,lagrangian,mse,2357.36693783333,0,561.244624376297
class,2,15,5,10,1000,3,lagrangian,lagrangian,mse,2360.13754816667,0,682.707490444183
class,3,15,5,10,1000,3,lagrangian,lagrangian,mse,2441.51655533333,0,1149.9303791523
class,4,15,5,10,1000,3,lagrangian,lagrangian,mse,2382.083841,0,679.948560476303
class,0,15,5,10,1000,7,lagrangian,lagrangian,mse,999.801188142857,0,910.612488508225
class,1,15,5,10,1000,7,lagrangian,lagrangian,mse,995.572253,0,1211.04049134254
class,2,15,5,10,1000,7,lagrangian,lagrangian,mse,1014.67867307143,0,1299.84687519073
class,3,15,5,10,1000,7,lagrangian,lagrangian,mse,1050.3495365,0,816.750892877579
class,4,15,5,10,1000,7,lagrangian,lagrangian,mse,1004.59806,0,1556.07558083534
class,0,15,5,10,2000,3,lagrangian,lagrangian,mse,2357.77073875,0,2692.1770298481
class,1,15,5,10,2000,3,lagrangian,lagrangian,mse,2398.9056535,0,2548.79090666771
class,2,15,5,10,2000,3,lagrangian,lagrangian,mse,2305.81394941667,0,2533.29702091217
class,3,15,5,10,2000,3,lagrangian,lagrangian,mse,2335.47809933333,0,3568.27437400818
class,4,15,5,10,2000,3,lagrangian,lagrangian,mse,2340.7349395,0,2953.24624085426
class,0,15,5,10,2000,5,lagrangian,lagrangian,mse,1399.4430404,0,3305.94506907463
class,1,15,5,10,2000,5,lagrangian,lagrangian,mse,1442.319429,0,5316.69502329826
class,2,15,5,10,2000,5,lagrangian,lagrangian,mse,1389.06451385,0,2819.09681916237
class,3,15,5,10,2000,5,lagrangian,lagrangian,mse,1397.4753133,0,4156.74646568298
class,4,15,5,10,2000,5,lagrangian,lagrangian,mse,1408.35400775,0,5844.26353621483
class,0,15,5,10,2000,7,lagrangian,lagrangian,mse,1017.33653807143,0,3974.26424264908
class,1,15,5,10,2000,7,lagrangian,lagrangian,mse,1028.82914228571,0,5636.72961735725
class,2,15,5,10,2000,7,lagrangian,lagrangian,mse,990.965250321429,0,3517.79061532021
class,3,15,5,10,2000,7,lagrangian,lagrangian,mse,1005.60162596429,0,7763.99624705315
class,4,15,5,10,2000,7,lagrangian,lagrangian,mse,998.909192535714,0,3911.63374853134
class,0,15,5,10,1000,5,lagrangian,lagrangian,mse,1398.8835509,0,1363.97560501099
class,1,15,5,10,1000,5,lagrangian,lagrangian,mse,1401.6659009,0,1101.04507613182
class,2,15,5,10,1000,5,lagrangian,lagrangian,mse,1418.9969804,0,1233.78627324104
class,3,15,5,10,1000,5,lagrangian,lagrangian,mse,1453.8243796,0,1281.25277352333
class,4,15,5,10,1000,5,lagrangian,lagrangian,mse,1413.6364842,0,1628.17625403404
class,0,15,5,10,500,3,sklearn,sklearn,sklearn,1565.09850881308,61,0.002562284469605
class,1,15,5,10,500,3,sklearn,sklearn,sklearn,1655.67172248722,44,0.004487276077271
class,2,15,5,10,500,3,sklearn,sklearn,sklearn,1864.1775348082,57,0.00273871421814
class,3,15,5,10,500,3,sklearn,sklearn,sklearn,1755.18806848661,42,0.00260329246521
class,4,15,5,10,500,3,sklearn,sklearn,sklearn,1683.1016788332,52,0.002833127975464
class,0,15,5,10,500,5,sklearn,sklearn,sklearn,1040.30777103075,53,0.002593994140625
class,1,15,5,10,500,5,sklearn,sklearn,sklearn,1029.10409923931,45,0.002609491348267
class,2,15,5,10,500,5,sklearn,sklearn,sklearn,1007.31457727417,41,0.002610921859741
class,3,15,5,10,500,5,sklearn,sklearn,sklearn,1184.65967423003,55,0.002815723419189
class,4,15,5,10,500,5,sklearn,sklearn,sklearn,955.005721737141,62,0.00234317779541
class,0,15,5,10,500,7,sklearn,sklearn,sklearn,838.878355497416,59,0.003825187683105
class,1,15,5,10,500,7,sklearn,sklearn,sklearn,877.172684758322,50,0.002757549285889
class,2,15,5,10,500,7,sklearn,sklearn,sklearn,740.417886281931,49,0.002659797668457
class,3,15,5,10,500,7,sklearn,sklearn,sklearn,947.388906809659,50,0.002774238586426
class,4,15,5,10,500,7,sklearn,sklearn,sklearn,759.615138623448,57,0.002841472625732
class,0,15,5,10,1000,3,sklearn,sklearn,sklearn,1545.46260954124,112,0.004099130630493
class,1,15,5,10,1000,3,sklearn,sklearn,sklearn,1719.58486882178,104,0.004033803939819
class,2,15,5,10,1000,3,sklearn,sklearn,sklearn,1863.52637817014,100,0.004337787628174
class,3,15,5,10,1000,3,sklearn,sklearn,sklearn,1588.87767725414,128,0.004348039627075
class,4,15,5,10,1000,3,sklearn,sklearn,sklearn,1584.26517063954,110,0.004285335540771
class,0,15,5,10,1000,7,sklearn,sklearn,sklearn,843.687770951795,105,0.00416111946106
class,1,15,5,10,1000,7,sklearn,sklearn,sklearn,787.226550870426,108,0.003971338272095
class,2,15,5,10,1000,7,sklearn,sklearn,sklearn,850.825350092554,120,0.004044055938721
class,3,15,5,10,1000,7,sklearn,sklearn,sklearn,841.831739639067,117,0.004912614822388
class,4,15,5,10,1000,7,sklearn,sklearn,sklearn,835.313867659694,117,0.004386186599731
class,0,15,5,10,2000,3,sklearn,sklearn,sklearn,1624.89130936453,243,0.007529258728027
class,1,15,5,10,2000,3,sklearn,sklearn,sklearn,1636.29858879513,225,0.006829977035522
class,2,15,5,10,2000,3,sklearn,sklearn,sklearn,1543.77819105318,198,0.008235454559326
class,3,15,5,10,2000,3,sklearn,sklearn,sklearn,1613.82495444701,233,0.006879568099976
class,4,15,5,10,2000,3,sklearn,sklearn,sklearn,1641.83505341913,226,0.007458209991455
class,0,15,5,10,2000,5,sklearn,sklearn,sklearn,1176.23362992706,213,0.011373519897461
class,1,15,5,10,2000,5,sklearn,sklearn,sklearn,1145.58349798524,237,0.00793194770813
class,2,15,5,10,2000,5,sklearn,sklearn,sklearn,1020.73321747157,218,0.007243633270264
class,3,15,5,10,2000,5,sklearn,sklearn,sklearn,977.153150485294,266,0.007344007492065
class,4,15,5,10,2000,5,sklearn,sklearn,sklearn,1081.76660330384,232,0.007458448410034
class,0,15,5,10,2000,7,sklearn,sklearn,sklearn,826.093405315308,214,0.007472038269043
class,1,15,5,10,2000,7,sklearn,sklearn,sklearn,792.685525094032,253,0.007745742797852
class,2,15,5,10,2000,7,sklearn,sklearn,sklearn,723.790127532808,222,0.007833480834961
class,3,15,5,10,2000,7,sklearn,sklearn,sklearn,707.877275159373,227,0.007198810577393
class,4,15,5,10,2000,7,sklearn,sklearn,sklearn,770.801596125131,261,0.009382963180542
class,0,15,5,10,1000,5,sklearn,sklearn,sklearn,1163.19067747585,100,0.005816459655762
class,1,15,5,10,1000,5,sklearn,sklearn,sklearn,1096.26121055957,115,0.004849433898926
class,2,15,5,10,1000,5,sklearn,sklearn,sklearn,1095.93131550982,110,0.005078077316284
class,3,15,5,10,1000,5,sklearn,sklearn,sklearn,1107.09947772724,99,0.004669904708862
class,4,15,5,10,1000,5,sklearn,sklearn,sklearn,1177.5630828944,102,0.005193948745728
class,0,15,5,10,500,3,lagrangian,medoid,mse,2196.92519033333,0,104.584272146225
class,1,15,5,10,500,3,lagrangian,medoid,mse,2293.65774666667,0,160.564560651779
class,2,15,5,10,500,3,lagrangian,medoid,mse,2514.88352033333,0,131.058348417282
class,3,15,5,10,500,3,lagrangian,medoid,mse,2170.30400566667,0,115.305265426636
class,4,15,5,10,500,3,lagrangian,medoid,mse,2258.949486,0,137.089477062225
class,0,15,5,10,500,5,lagrangian,medoid,mse,1727.8711582,0,217.946793079376
class,1,15,5,10,500,5,lagrangian,medoid,mse,1996.8071614,0,201.577206373215
class,2,15,5,10,500,5,lagrangian,medoid,mse,1926.220938,0,200.62758898735
class,3,15,5,10,500,5,lagrangian,medoid,mse,1758.8550474,0,210.239182949066
class,4,15,5,10,500,5,lagrangian,medoid,mse,1702.7501258,0,252.576571464539
class,0,15,5,10,500,7,lagrangian,medoid,mse,1221.207727,0,506.970969200134
class,1,15,5,10,500,7,lagrangian,medoid,mse,1262.22981828571,0,248.935239315033
class,2,15,5,10,500,7,lagrangian,medoid,mse,1302.98883414286,0,238.163012742996
class,3,15,5,10,500,7,lagrangian,medoid,mse,1401.34820442857,0,301.686352014542
class,4,15,5,10,500,7,lagrangian,medoid,mse,1088.08140171429,0,453.216100215912
class,0,15,5,10,1000,3,lagrangian,medoid,mse,2275.54535633333,0,843.597614049912
class,1,15,5,10,1000,3,lagrangian,medoid,mse,2439.95154916667,0,570.705752372742
class,2,15,5,10,1000,3,lagrangian,medoid,mse,2436.42907966667,0,695.278314113617
class,3,15,5,10,1000,3,lagrangian,medoid,mse,2389.39582133333,0,1170.81949806213
class,4,15,5,10,1000,3,lagrangian,medoid,mse,2335.15849533333,0,677.861858129501
class,0,15,5,10,1000,7,lagrangian,medoid,mse,1255.4062165,0,921.458510160446
class,1,15,5,10,1000,7,lagrangian,medoid,mse,1230.30865664286,0,1216.26542568207
class,2,15,5,10,1000,7,lagrangian,medoid,mse,1311.78332592857,0,1347.69370985031
class,3,15,5,10,1000,7,lagrangian,medoid,mse,1204.07272428571,0,795.115428447723
class,4,15,5,10,1000,7,lagrangian,medoid,mse,1222.159303,0,1567.65930652618
class,0,15,5,10,2000,3,lagrangian,medoid,mse,2327.288282,0,2741.30732274055
class,1,15,5,10,2000,3,lagrangian,medoid,mse,2368.31100433333,0,2589.05372190475
class,2,15,5,10,2000,3,lagrangian,medoid,mse,2451.3879315,0,2544.11535167694
class,3,15,5,10,2000,3,lagrangian,medoid,mse,2223.55882966667,0,3627.67745184898
class,4,15,5,10,2000,3,lagrangian,medoid,mse,2366.06415633333,0,3002.03347301483
class,0,15,5,10,2000,5,lagrangian,medoid,mse,1742.94285535,0,3319.79303717613
class,1,15,5,10,2000,5,lagrangian,medoid,mse,1764.31206855,0,5427.71065497398
class,2,15,5,10,2000,5,lagrangian,medoid,mse,1627.6048271,0,2862.22720527649
class,3,15,5,10,2000,5,lagrangian,medoid,mse,1580.34328595,0,4210.36878871918
class,4,15,5,10,2000,5,lagrangian,medoid,mse,1653.9397403,0,5923.22812151909
class,0,15,5,10,2000,7,lagrangian,medoid,mse,1214.91458021429,0,4034.74833440781
class,1,15,5,10,2000,7,lagrangian,medoid,mse,1220.90019664286,0,5686.90973949432
class,2,15,5,10,2000,7,lagrangian,medoid,mse,1209.47659525,0,3637.57376718521
class,3,15,5,10,2000,7,lagrangian,medoid,mse,1149.40000467857,0,7894.59430956841
class,4,15,5,10,2000,7,lagrangian,medoid,mse,1252.54645878571,0,3811.88397669792
class,0,15,5,10,1000,5,lagrangian,medoid,mse,1748.7116887,0,1354.86628985405
class,1,15,5,10,1000,5,lagrangian,medoid,mse,1781.9010013,0,1107.51591062546
class,2,15,5,10,1000,5,lagrangian,medoid,mse,1813.4842763,0,1231.64530086517
class,3,15,5,10,1000,5,lagrangian,medoid,mse,1683.0630563,0,1265.84639763832
class,4,15,5,10,1000,5,lagrangian,medoid,mse,1758.7375139,0,1619.43533277512
class,0,15,5,10,500,3,sklearn,sklearn,sklearn,1565.09850881308,61,0.002606153488159
class,1,15,5,10,500,3,sklearn,sklearn,sklearn,1655.67172248722,44,0.003083229064941
class,2,15,5,10,500,3,sklearn,sklearn,sklearn,1864.1775348082,57,0.002755165100098
class,3,15,5,10,500,3,sklearn,sklearn,sklearn,1755.18806848661,42,0.002818584442139
class,4,15,5,10,500,3,sklearn,sklearn,sklearn,1683.1016788332,52,0.003249406814575
class,0,15,5,10,500,5,sklearn,sklearn,sklearn,1040.30777103075,53,0.002578258514404
class,1,15,5,10,500,5,sklearn,sklearn,sklearn,1029.10409923931,45,0.002546072006226
class,2,15,5,10,500,5,sklearn,sklearn,sklearn,1007.31457727417,41,0.002728223800659
class,3,15,5,10,500,5,sklearn,sklearn,sklearn,1184.65967423003,55,0.002490043640137
class,4,15,5,10,500,5,sklearn,sklearn,sklearn,955.005721737141,62,0.002643346786499
class,0,15,5,10,500,7,sklearn,sklearn,sklearn,838.878355497416,59,0.002868413925171
class,1,15,5,10,500,7,sklearn,sklearn,sklearn,877.172684758322,50,0.002739191055298
class,2,15,5,10,500,7,sklearn,sklearn,sklearn,740.417886281931,49,0.002827167510986
class,3,15,5,10,500,7,sklearn,sklearn,sklearn,947.388906809659,50,0.002777576446533
class,4,15,5,10,500,7,sklearn,sklearn,sklearn,759.615138623448,57,0.002697229385376
class,0,15,5,10,1000,3,sklearn,sklearn,sklearn,1545.46260954124,112,0.004228353500366
class,1,15,5,10,1000,3,sklearn,sklearn,sklearn,1719.58486882178,104,0.004020929336548
class,2,15,5,10,1000,3,sklearn,sklearn,sklearn,1863.52637817014,100,0.004057884216309
class,3,15,5,10,1000,3,sklearn,sklearn,sklearn,1588.87767725414,128,0.004134178161621
class,4,15,5,10,1000,3,sklearn,sklearn,sklearn,1584.26517063954,110,0.00422739982605
class,0,15,5,10,1000,7,sklearn,sklearn,sklearn,843.687770951795,105,0.004064083099365
class,1,15,5,10,1000,7,sklearn,sklearn,sklearn,787.226550870426,108,0.003923177719116
class,2,15,5,10,1000,7,sklearn,sklearn,sklearn,850.825350092554,120,0.0040283203125
class,3,15,5,10,1000,7,sklearn,sklearn,sklearn,841.831739639067,117,0.004589796066284
class,4,15,5,10,1000,7,sklearn,sklearn,sklearn,835.313867659694,117,0.004301071166992
class,0,15,5,10,2000,3,sklearn,sklearn,sklearn,1624.89130936453,243,0.006997108459473
class,1,15,5,10,2000,3,sklearn,sklearn,sklearn,1636.29858879513,225,0.007231712341309
class,2,15,5,10,2000,3,sklearn,sklearn,sklearn,1543.77819105318,198,0.006346940994263
class,3,15,5,10,2000,3,sklearn,sklearn,sklearn,1613.82495444701,233,0.007157802581787
class,4,15,5,10,2000,3,sklearn,sklearn,sklearn,1641.83505341913,226,0.007250547409058
class,0,15,5,10,2000,5,sklearn,sklearn,sklearn,1176.23362992706,213,0.00747537612915
class,1,15,5,10,2000,5,sklearn,sklearn,sklearn,1145.58349798524,237,0.007258415222168
class,2,15,5,10,2000,5,sklearn,sklearn,sklearn,1020.73321747157,218,0.007003307342529
class,3,15,5,10,2000,5,sklearn,sklearn,sklearn,977.153150485294,266,0.008150815963745
class,4,15,5,10,2000,5,sklearn,sklearn,sklearn,1081.76660330384,232,0.007113695144653
class,0,15,5,10,2000,7,sklearn,sklearn,sklearn,826.093405315308,214,0.008067607879639
class,1,15,5,10,2000,7,sklearn,sklearn,sklearn,792.685525094032,253,0.008122682571411
class,2,15,5,10,2000,7,sklearn,sklearn,sklearn,723.790127532808,222,0.007507801055908
class,3,15,5,10,2000,7,sklearn,sklearn,sklearn,707.877275159373,227,0.008924722671509
class,4,15,5,10,2000,7,sklearn,sklearn,sklearn,770.801596125131,261,0.007793188095093
class,0,15,5,10,1000,5,sklearn,sklearn,sklearn,1163.19067747585,100,0.005492925643921
class,1,15,5,10,1000,5,sklearn,sklearn,sklearn,1096.26121055957,115,0.005221605300903
class,2,15,5,10,1000,5,sklearn,sklearn,sklearn,1095.93131550982,110,0.004985332489014
class,3,15,5,10,1000,5,sklearn,sklearn,sklearn,1107.09947772724,99,0.00591778755188
class,4,15,5,10,1000,5,sklearn,sklearn,sklearn,1177.5630828944,102,0.005124092102051
class,0,15,5,10,500,3,lagrangian,optimal,mse,1981.87103239896,0,107.147214651108
class,1,15,5,10,500,3,lagrangian,optimal,mse,1899.20768052306,0,176.30137181282
class,2,15,5,10,500,3,lagrangian,optimal,mse,2090.07905251821,0,136.271860361099
class,3,15,5,10,500,3,lagrangian,optimal,mse,1912.37232937045,0,103.938351392746
class,4,15,5,10,500,3,lagrangian,optimal,mse,1888.09616655983,0,134.412257432938
class,0,15,5,10,500,5,lagrangian,optimal,mse,1306.46575593857,0,215.790942430496
class,1,15,5,10,500,5,lagrangian,optimal,mse,1335.45644226359,0,187.042377710342
class,2,15,5,10,500,5,lagrangian,optimal,mse,1455.87227873409,0,197.118753910065
class,3,15,5,10,500,5,lagrangian,optimal,mse,1262.30966296869,0,209.379528045654
class,4,15,5,10,500,5,lagrangian,optimal,mse,1341.91955443932,0,262.144780397415
class,0,15,5,10,500,7,lagrangian,optimal,mse,1042.23400457602,0,498.768522262573
class,1,15,5,10,500,7,lagrangian,optimal,mse,954.15689997994,0,251.46909737587
class,2,15,5,10,500,7,lagrangian,optimal,mse,926.724424582153,0,235.240746974945
class,3,15,5,10,500,7,lagrangian,optimal,mse,1068.80200383008,0,298.392485618591
class,4,15,5,10,500,7,lagrangian,optimal,mse,902.190854647166,0,447.958937644959
class,0,15,5,10,1000,3,lagrangian,optimal,mse,1997.3446956157,0,839.493173599243
class,1,15,5,10,1000,3,lagrangian,optimal,mse,2173.98930417099,0,563.14788889885
class,2,15,5,10,1000,3,lagrangian,optimal,mse,2176.95122912933,0,686.307285785675
class,3,15,5,10,1000,3,lagrangian,optimal,mse,2077.22172181688,0,1149.01378703117
class,4,15,5,10,1000,3,lagrangian,optimal,mse,2068.0861463001,0,663.891368865967
class,0,15,5,10,1000,7,lagrangian,optimal,mse,919.674597481922,0,912.230644464493
class,1,15,5,10,1000,7,lagrangian,optimal,mse,994.222442555641,0,1187.72632241249
class,2,15,5,10,1000,7,lagrangian,optimal,mse,1029.98215252795,0,1319.79227662087
class,3,15,5,10,1000,7,lagrangian,optimal,mse,967.548985014178,0,783.826446533203
class,4,15,5,10,1000,7,lagrangian,optimal,mse,956.255907475282,0,1539.96995234489
class,0,15,5,10,2000,3,lagrangian,optimal,mse,2008.0350540861,0,2684.06204795837
class,1,15,5,10,2000,3,lagrangian,optimal,mse,2071.87736743291,0,2564.8646478653
class,2,15,5,10,2000,3,lagrangian,optimal,mse,2021.28377929915,0,2520.31138896942
class,3,15,5,10,2000,3,lagrangian,optimal,mse,1991.91292470659,0,3575.28669238091
class,4,15,5,10,2000,3,lagrangian,optimal,mse,2151.64446510169,0,2945.06099748611
class,0,15,5,10,2000,5,lagrangian,optimal,mse,1295.83232136718,0,3278.10310029984
class,1,15,5,10,2000,5,lagrangian,optimal,mse,1368.93126949867,0,5289.43942666054
class,2,15,5,10,2000,5,lagrangian,optimal,mse,1244.68002032164,0,2808.91127347946
class,3,15,5,10,2000,5,lagrangian,optimal,mse,1274.57935915259,0,4168.0190782547
class,4,15,5,10,2000,5,lagrangian,optimal,mse,1292.92974212528,0,5864.61574578285
class,0,15,5,10,2000,7,lagrangian,optimal,mse,959.897519371902,0,3967.27033662796
class,1,15,5,10,2000,7,lagrangian,optimal,mse,950.290794132224,0,5566.73141288757
class,2,15,5,10,2000,7,lagrangian,optimal,mse,925.671406456664,0,3499.11033511162
class,3,15,5,10,2000,7,lagrangian,optimal,mse,945.079674233722,0,7767.24798750877
class,4,15,5,10,2000,7,lagrangian,optimal,mse,942.124236077941,0,3852.83599114418
class,0,15,5,10,1000,5,lagrangian,optimal,mse,1361.42893191514,0,1353.85665678978
class,1,15,5,10,1000,5,lagrangian,optimal,mse,1339.29471917734,0,1086.72267365456
class,2,15,5,10,1000,5,lagrangian,optimal,mse,1361.52719969517,0,1236.60148310661
class,3,15,5,10,1000,5,lagrangian,optimal,mse,1365.42869111013,0,1250.8408074379
class,4,15,5,10,1000,5,lagrangian,optimal,mse,1356.38407062042,0,1610.988270998
class,0,15,5,10,500,3,sklearn,sklearn,sklearn,1565.09850881308,61,0.00363039970398
class,1,15,5,10,500,3,sklearn,sklearn,sklearn,1655.67172248722,44,0.002718448638916
class,2,15,5,10,500,3,sklearn,sklearn,sklearn,1864.1775348082,57,0.002952098846436
class,3,15,5,10,500,3,sklearn,sklearn,sklearn,1755.18806848661,42,0.002859115600586
class,4,15,5,10,500,3,sklearn,sklearn,sklearn,1683.1016788332,52,0.002749919891357
class,0,15,5,10,500,5,sklearn,sklearn,sklearn,1040.30777103075,53,0.00336217880249
class,1,15,5,10,500,5,sklearn,sklearn,sklearn,1029.10409923931,45,0.002949476242065
class,2,15,5,10,500,5,sklearn,sklearn,sklearn,1007.31457727417,41,0.002681255340576
class,3,15,5,10,500,5,sklearn,sklearn,sklearn,1184.65967423003,55,0.002582788467407
class,4,15,5,10,500,5,sklearn,sklearn,sklearn,955.005721737141,62,0.002567529678345
class,0,15,5,10,500,7,sklearn,sklearn,sklearn,838.878355497416,59,0.002790927886963
class,1,15,5,10,500,7,sklearn,sklearn,sklearn,877.172684758322,50,0.002569437026978
class,2,15,5,10,500,7,sklearn,sklearn,sklearn,740.417886281931,49,0.002851247787476
class,3,15,5,10,500,7,sklearn,sklearn,sklearn,947.388906809659,50,0.002669334411621
class,4,15,5,10,500,7,sklearn,sklearn,sklearn,759.615138623448,57,0.002607107162476
class,0,15,5,10,1000,3,sklearn,sklearn,sklearn,1545.46260954124,112,0.004233121871948
class,1,15,5,10,1000,3,sklearn,sklearn,sklearn,1719.58486882178,104,0.003988981246948
class,2,15,5,10,1000,3,sklearn,sklearn,sklearn,1863.52637817014,100,0.004104852676392
class,3,15,5,10,1000,3,sklearn,sklearn,sklearn,1588.87767725414,128,0.004239082336426
class,4,15,5,10,1000,3,sklearn,sklearn,sklearn,1584.26517063954,110,0.00410270690918
class,0,15,5,10,1000,7,sklearn,sklearn,sklearn,843.687770951795,105,0.004245519638062
class,1,15,5,10,1000,7,sklearn,sklearn,sklearn,787.226550870426,108,0.004539251327515
class,2,15,5,10,1000,7,sklearn,sklearn,sklearn,850.825350092554,120,0.004123210906982
class,3,15,5,10,1000,7,sklearn,sklearn,sklearn,841.831739639067,117,0.00455904006958
class,4,15,5,10,1000,7,sklearn,sklearn,sklearn,835.313867659694,117,0.004175424575806
class,0,15,5,10,2000,3,sklearn,sklearn,sklearn,1624.89130936453,243,0.007100820541382
class,1,15,5,10,2000,3,sklearn,sklearn,sklearn,1636.29858879513,225,0.007247924804688
class,2,15,5,10,2000,3,sklearn,sklearn,sklearn,1543.77819105318,198,0.007081508636475
class,3,15,5,10,2000,3,sklearn,sklearn,sklearn,1613.82495444701,233,0.006671905517578
class,4,15,5,10,2000,3,sklearn,sklearn,sklearn,1641.83505341913,226,0.007786512374878
class,0,15,5,10,2000,5,sklearn,sklearn,sklearn,1176.23362992706,213,0.007356643676758
class,1,15,5,10,2000,5,sklearn,sklearn,sklearn,1145.58349798524,237,0.006690979003906
class,2,15,5,10,2000,5,sklearn,sklearn,sklearn,1020.73321747157,218,0.007201433181763
class,3,15,5,10,2000,5,sklearn,sklearn,sklearn,977.153150485294,266,0.007726192474365
class,4,15,5,10,2000,5,sklearn,sklearn,sklearn,1081.76660330384,232,0.007968664169312
class,0,15,5,10,2000,7,sklearn,sklearn,sklearn,826.093405315308,214,0.007495641708374
class,1,15,5,10,2000,7,sklearn,sklearn,sklearn,792.685525094032,253,0.008012056350708
class,2,15,5,10,2000,7,sklearn,sklearn,sklearn,723.790127532808,222,0.00798511505127
class,3,15,5,10,2000,7,sklearn,sklearn,sklearn,707.877275159373,227,0.007185220718384
class,4,15,5,10,2000,7,sklearn,sklearn,sklearn,770.801596125131,261,0.009319067001343
class,0,15,5,10,1000,5,sklearn,sklearn,sklearn,1163.19067747585,100,0.004915237426758
class,1,15,5,10,1000,5,sklearn,sklearn,sklearn,1096.26121055957,115,0.005012989044189
class,2,15,5,10,1000,5,sklearn,sklearn,sklearn,1095.93131550982,110,0.005173921585083
class,3,15,5,10,1000,5,sklearn,sklearn,sklearn,1107.09947772724,99,0.004709720611572
class,4,15,5,10,1000,5,sklearn,sklearn,sklearn,1177.5630828944,102,0.005259990692139
